,SID,X,Private,Class,Sex,Condition,Item,Soph_pre,Correct_pre,Soph_post,Correct_post,Theta
1303,956030903,1303,0,9,M,BAU,Da,1,1,1,1,-0.2651111
1304,956030903,1304,0,9,M,BAU,Db,1,1,1,1,-0.2651111
1305,956030903,1305,0,9,M,BAU,E,1,1,1,1,-0.2651111
1306,956030903,1306,0,9,M,BAU,G,NA,0,2,1,-0.2651111
1307,956030903,1307,0,9,M,BAU,H,NA,NA,0,0,-0.2651111
1308,956030903,1308,0,9,M,BAU,I,H,0,NA,0,-0.2651111
1309,956030903,1309,0,9,M,BAU,J,NA,0,0,1,-0.2651111
1310,956030903,1310,0,9,M,BAU,K,NA,NA,2,1,-0.2651111
1311,956030903,1311,0,9,M,BAU,L,NA,NA,1,0,-0.2651111
1312,956030903,1312,0,9,M,BAU,M,NA,NA,1,0,-0.2651111
1313,956030903,1313,0,9,M,BAU,N,NA,NA,H,0,-0.2651111
1314,956030903,1314,0,9,M,BAU,P,NA,NA,3,1,-0.2651111
1315,956030903,1315,0,9,M,BAU,Q,NA,NA,0,0,-0.2651111
1316,956030903,1316,0,9,M,BAU,U,NA,NA,0,0,-0.2651111
1317,956030903,1317,0,9,M,BAU,V,NA,NA,0,0,-0.2651111
1318,956030903,1318,0,9,M,BAU,X,NA,NA,H,0,-0.2651111
1319,956030903,1319,0,9,M,BAU,X15,NA,NA,NA,0,-0.2651111
1320,956030903,1320,0,9,M,BAU,X21,NA,NA,3,1,-0.2651111
1321,956030903,1321,0,9,M,BAU,X31.1,NA,NA,H,1,-0.2651111
1322,956030903,1322,0,9,M,BAU,X32,NA,NA,0,0,-0.2651111
1323,956030903,1323,0,9,M,BAU,X33,NA,NA,H,0,-0.2651111
1324,956030903,1324,0,9,M,BAU,X37,NA,NA,1,0,-0.2651111
1325,956030903,1325,0,9,M,BAU,X50,NA,NA,H,0,-0.2651111
1326,956030903,1326,0,9,M,BAU,Z,NA,NA,H,0,-0.2651111
1327,956030904,1327,0,9,F,REV,B,H,NA,1,1,-0.1524018
1328,956030904,1328,0,9,F,REV,C,H,1,1,1,-0.1524018
1329,956030904,1329,0,9,F,REV,Da,1,1,1,1,-0.1524018
1330,956030904,1330,0,9,F,REV,Db,1,1,1,1,-0.1524018
1331,956030904,1331,0,9,F,REV,E,1,1,1,1,-0.1524018
1332,956030904,1332,0,9,F,REV,G,2,1,2,1,-0.1524018
1333,956030904,1333,0,9,F,REV,H,H,NA,1,0,-0.1524018
1334,956030904,1334,0,9,F,REV,I,H,0,H,0,-0.1524018
1335,956030904,1335,0,9,F,REV,J,1,1,H,0,-0.1524018
1336,956030904,1336,0,9,F,REV,K,NA,0,2,1,-0.1524018
1337,956030904,1337,0,9,F,REV,L,H,1,NA,0,-0.1524018
1338,956030904,1338,0,9,F,REV,M,NA,0,H,0,-0.1524018
1339,956030904,1339,0,9,F,REV,N,NA,NA,H,0,-0.1524018
1340,956030904,1340,0,9,F,REV,P,NA,NA,3,0,-0.1524018
1341,956030904,1341,0,9,F,REV,Q,NA,NA,0,0,-0.1524018
1342,956030904,1342,0,9,F,REV,U,NA,NA,1,0,-0.1524018
1343,956030904,1343,0,9,F,REV,V,NA,NA,1,0,-0.1524018
1344,956030904,1344,0,9,F,REV,X,NA,NA,H,0,-0.1524018
1345,956030904,1345,0,9,F,REV,X15,NA,0,H,0,-0.1524018
1346,956030904,1346,0,9,F,REV,X21,NA,NA,H,0,-0.1524018
1347,956030904,1347,0,9,F,REV,X31.1,NA,NA,H,1,-0.1524018
1348,956030904,1348,0,9,F,REV,X32,NA,NA,0,0,-0.1524018
1349,956030904,1349,0,9,F,REV,X33,H,0,H,0,-0.1524018
1350,956030904,1350,0,9,F,REV,X37,NA,0,H,1,-0.1524018
1351,956030904,1351,0,9,F,REV,X50,NA,NA,H,0,-0.1524018
1352,956030904,1352,0,9,F,REV,Z,NA,NA,H,0,-0.1524018
1353,956030905,1353,0,9,F,BAU,B,H,1,2,1,-0.5002138
1354,956030905,1354,0,9,F,BAU,C,H,1,H,1,-0.5002138
1355,956030905,1355,0,9,F,BAU,Da,1,1,1,1,-0.5002138
1356,956030905,1356,0,9,F,BAU,Db,1,1,1,1,-0.5002138
1357,956030905,1357,0,9,F,BAU,E,H,1,1,1,-0.5002138
1358,956030905,1358,0,9,F,BAU,G,2,0,2,1,-0.5002138
1359,956030905,1359,0,9,F,BAU,H,1,0,1,0,-0.5002138
1360,956030905,1360,0,9,F,BAU,I,0,0,H,0,-0.5002138
1361,956030905,1361,0,9,F,BAU,J,1,1,0,0,-0.5002138
1362,956030905,1362,0,9,F,BAU,K,2,0,2,1,-0.5002138
1363,956030905,1363,0,9,F,BAU,L,H,0,1,0,-0.5002138
1364,956030905,1364,0,9,F,BAU,M,NA,NA,1,0,-0.5002138
1365,956030905,1365,0,9,F,BAU,N,NA,NA,H,0,-0.5002138
1366,956030905,1366,0,9,F,BAU,P,NA,NA,1,0,-0.5002138
1367,956030905,1367,0,9,F,BAU,Q,NA,NA,1,0,-0.5002138
1368,956030905,1368,0,9,F,BAU,U,NA,NA,1,1,-0.5002138
1369,956030905,1369,0,9,F,BAU,V,NA,NA,1,0,-0.5002138
1370,956030905,1370,0,9,F,BAU,X,NA,NA,H,0,-0.5002138
1371,956030905,1371,0,9,F,BAU,X15,H,0,2,1,-0.5002138
1372,956030905,1372,0,9,F,BAU,X21,NA,NA,3,1,-0.5002138
1373,956030905,1373,0,9,F,BAU,X31.1,NA,NA,H,1,-0.5002138
1374,956030905,1374,0,9,F,BAU,X32,NA,NA,0,0,-0.5002138
1375,956030905,1375,0,9,F,BAU,X33,H,0,H,0,-0.5002138
1376,956030905,1376,0,9,F,BAU,X37,NA,NA,H,0,-0.5002138
1377,956030905,1377,0,9,F,BAU,X50,NA,NA,H,0,-0.5002138
1378,956030905,1378,0,9,F,BAU,Z,NA,NA,H,0,-0.5002138
1379,956030906,1379,0,9,M,REV,B,1,NA,1,1,-1.211893
1380,956030906,1380,0,9,M,REV,C,H,1,H,1,-1.211893
1381,956030906,1381,0,9,M,REV,Da,2,1,2,1,-1.211893
1382,956030906,1382,0,9,M,REV,Db,0,0,0,0,-1.211893
1383,956030906,1383,0,9,M,REV,E,1,1,1,1,-1.211893
1384,956030906,1384,0,9,M,REV,G,1,0,2,1,-1.211893
1385,956030906,1385,0,9,M,REV,H,0,NA,0,0,-1.211893
1386,956030906,1386,0,9,M,REV,I,H,0,H,0,-1.211893
1387,956030906,1387,0,9,M,REV,J,1,0,1,0,-1.211893
1388,956030906,1388,0,9,M,REV,K,NA,NA,H,0,-1.211893
1389,956030906,1389,0,9,M,REV,L,NA,NA,H,0,-1.211893
1390,956030906,1390,0,9,M,REV,M,NA,NA,1,0,-1.211893
1391,956030906,1391,0,9,M,REV,N,NA,NA,H,0,-1.211893
1392,956030906,1392,0,9,M,REV,P,NA,NA,1,0,-1.211893
1393,956030906,1393,0,9,M,REV,Q,NA,NA,1,0,-1.211893
1394,956030906,1394,0,9,M,REV,U,NA,NA,1,1,-1.211893
1395,956030906,1395,0,9,M,REV,V,NA,NA,1,1,-1.211893
1396,956030906,1396,0,9,M,REV,X,NA,NA,1,0,-1.211893
1397,956030906,1397,0,9,M,REV,X15,NA,NA,H,0,-1.211893
1398,956030906,1398,0,9,M,REV,X21,NA,NA,1,0,-1.211893
1399,956030906,1399,0,9,M,REV,X31.1,NA,NA,H,1,-1.211893
1400,956030906,1400,0,9,M,REV,X32,NA,NA,0,0,-1.211893
1401,956030906,1401,0,9,M,REV,X33,NA,NA,H,0,-1.211893
1402,956030906,1402,0,9,M,REV,X37,NA,NA,1,0,-1.211893
1403,956030906,1403,0,9,M,REV,X50,NA,NA,0,0,-1.211893
1404,956030906,1404,0,9,M,REV,Z,NA,NA,H,0,-1.211893
1405,956030907,1405,0,9,M,BAU,B,1,NA,H,1,0.0140929
1406,956030907,1406,0,9,M,BAU,C,H,1,H,1,0.0140929
1407,956030907,1407,0,9,M,BAU,Da,1,1,2,1,0.0140929
1408,956030907,1408,0,9,M,BAU,Db,1,1,1,1,0.0140929
1409,956030907,1409,0,9,M,BAU,E,1,1,2,1,0.0140929
1410,956030907,1410,0,9,M,BAU,G,2,1,2,1,0.0140929
1411,956030907,1411,0,9,M,BAU,H,2,NA,2,1,0.0140929
1412,956030907,1412,0,9,M,BAU,I,H,0,H,0,0.0140929
1413,956030907,1413,0,9,M,BAU,J,1,1,2,1,0.0140929
1414,956030907,1414,0,9,M,BAU,K,2,0,2,1,0.0140929
1415,956030907,1415,0,9,M,BAU,L,H,0,H,0,0.0140929
1416,956030907,1416,0,9,M,BAU,M,NA,NA,H,0,0.0140929
1417,956030907,1417,0,9,M,BAU,N,NA,NA,1,0,0.0140929
1418,956030907,1418,0,9,M,BAU,P,NA,NA,H,0,0.0140929
1419,956030907,1419,0,9,M,BAU,Q,NA,NA,H,0,0.0140929
1420,956030907,1420,0,9,M,BAU,U,NA,NA,1,0,0.0140929
1421,956030907,1421,0,9,M,BAU,V,NA,NA,1,0,0.0140929
1422,956030907,1422,0,9,M,BAU,X,NA,NA,H,0,0.0140929
1423,956030907,1423,0,9,M,BAU,X15,H,0,H,0,0.0140929
1424,956030907,1424,0,9,M,BAU,X21,NA,NA,0,0,0.0140929
1425,956030907,1425,0,9,M,BAU,X31.1,NA,NA,H,1,0.0140929
1426,956030907,1426,0,9,M,BAU,X32,NA,NA,H,0,0.0140929
1427,956030907,1427,0,9,M,BAU,X33,NA,0,H,0,0.0140929
1428,956030907,1428,0,9,M,BAU,X37,NA,NA,H,0,0.0140929
1429,956030907,1429,0,9,M,BAU,X50,NA,NA,H,0,0.0140929
1430,956030907,1430,0,9,M,BAU,Z,NA,NA,H,0,0.0140929
1431,956030908,1431,0,9,M,BAU,B,1,NA,1,1,0.7695052
1432,956030908,1432,0,9,M,BAU,C,H,1,H,1,0.7695052
1433,956030908,1433,0,9,M,BAU,Da,2,1,1,1,0.7695052
1434,956030908,1434,0,9,M,BAU,Db,1,1,1,1,0.7695052
1435,956030908,1435,0,9,M,BAU,E,2,1,1,1,0.7695052
1436,956030908,1436,0,9,M,BAU,G,2,1,2,1,0.7695052
1437,956030908,1437,0,9,M,BAU,H,2,NA,3,1,0.7695052
1438,956030908,1438,0,9,M,BAU,I,H,0,H,0,0.7695052
1439,956030908,1439,0,9,M,BAU,J,1,0,1,1,0.7695052
1440,956030908,1440,0,9,M,BAU,K,2,0,2,1,0.7695052
1441,956030908,1441,0,9,M,BAU,L,NA,0,1,1,0.7695052
1442,956030908,1442,0,9,M,BAU,M,NA,NA,H,0,0.7695052
1443,956030908,1443,0,9,M,BAU,N,NA,NA,H,0,0.7695052
1444,956030908,1444,0,9,M,BAU,P,NA,NA,3,2,0.7695052
1445,956030908,1445,0,9,M,BAU,Q,NA,NA,0,0,0.7695052
1446,956030908,1446,0,9,M,BAU,U,NA,NA,1,1,0.7695052
1447,956030908,1447,0,9,M,BAU,V,NA,NA,1,0,0.7695052
1448,956030908,1448,0,9,M,BAU,X,NA,NA,0,0,0.7695052
1449,956030908,1449,0,9,M,BAU,X15,NA,NA,2,1,0.7695052
1450,956030908,1450,0,9,M,BAU,X21,NA,NA,3,1,0.7695052
1451,956030908,1451,0,9,M,BAU,X31.1,NA,NA,H,1,0.7695052
1452,956030908,1452,0,9,M,BAU,X32,NA,NA,H,0,0.7695052
1453,956030908,1453,0,9,M,BAU,X33,NA,NA,H,0,0.7695052
1454,956030908,1454,0,9,M,BAU,X37,NA,NA,1,0,0.7695052
1455,956030908,1455,0,9,M,BAU,X50,NA,NA,H,0,0.7695052
1456,956030908,1456,0,9,M,BAU,Z,NA,NA,H,1,0.7695052
1457,956030909,1457,0,9,F,BAU,B,H,NA,H,1,-0.2284296
1458,956030909,1458,0,9,F,BAU,C,H,NA,H,1,-0.2284296
1459,956030909,1459,0,9,F,BAU,Da,1,NA,2,1,-0.2284296
1460,956030909,1460,0,9,F,BAU,Db,1,NA,1,1,-0.2284296
1461,956030909,1461,0,9,F,BAU,E,1,NA,1,1,-0.2284296
1462,956030909,1462,0,9,F,BAU,G,H,NA,2,0,-0.2284296
1463,956030909,1463,0,9,F,BAU,H,H,NA,0,0,-0.2284296
1464,956030909,1464,0,9,F,BAU,I,H,NA,H,0,-0.2284296
1465,956030909,1465,0,9,F,BAU,J,1,NA,0,1,-0.2284296
1466,956030909,1466,0,9,F,BAU,K,2,0,2,0,-0.2284296
1467,956030909,1467,0,9,F,BAU,L,H,0,1,0,-0.2284296
1468,956030909,1468,0,9,F,BAU,M,NA,NA,H,0,-0.2284296
1469,956030909,1469,0,9,F,BAU,N,NA,NA,H,0,-0.2284296
1470,956030909,1470,0,9,F,BAU,P,NA,NA,H,NA,-0.2284296
1471,956030909,1471,0,9,F,BAU,Q,NA,NA,1,0,-0.2284296
1472,956030909,1472,0,9,F,BAU,U,NA,NA,0,0,-0.2284296
1473,956030909,1473,0,9,F,BAU,V,NA,NA,1,0,-0.2284296
1474,956030909,1474,0,9,F,BAU,X,NA,NA,H,0,-0.2284296
1475,956030909,1475,0,9,F,BAU,X15,H,0,2,1,-0.2284296
1476,956030909,1476,0,9,F,BAU,X21,NA,NA,3,1,-0.2284296
1477,956030909,1477,0,9,F,BAU,X31.1,NA,NA,H,0,-0.2284296
1478,956030909,1478,0,9,F,BAU,X32,NA,NA,0,0,-0.2284296
1479,956030909,1479,0,9,F,BAU,X33,H,NA,H,1,-0.2284296
1480,956030909,1480,0,9,F,BAU,X37,NA,NA,2,0,-0.2284296
1481,956030909,1481,0,9,F,BAU,X50,NA,NA,H,0,-0.2284296
1482,956030909,1482,0,9,F,BAU,Z,NA,NA,H,0,-0.2284296
1483,956030910,1483,0,9,F,LT,B,1,NA,H,1,-1.328787
1484,956030910,1484,0,9,F,LT,C,1,1,H,1,-1.328787
1485,956030910,1485,0,9,F,LT,Da,1,1,1,1,-1.328787
1486,956030910,1486,0,9,F,LT,Db,1,1,1,1,-1.328787
1487,956030910,1487,0,9,F,LT,E,1,1,2,1,-1.328787
1488,956030910,1488,0,9,F,LT,G,2,1,2,1,-1.328787
1489,956030910,1489,0,9,F,LT,H,0,NA,3,1,-1.328787
1490,956030910,1490,0,9,F,LT,I,H,0,H,0,-1.328787
1491,956030910,1491,0,9,F,LT,J,0,1,2,1,-1.328787
1492,956030910,1492,0,9,F,LT,K,2,0,2,1,-1.328787
1493,956030910,1493,0,9,F,LT,L,NA,0,H,0,-1.328787
1494,956030910,1494,0,9,F,LT,M,H,0,3,1,-1.328787
1495,956030910,1495,0,9,F,LT,N,NA,0,NA,0,-1.328787
1496,956030910,1496,0,9,F,LT,P,NA,NA,3,1,-1.328787
1497,956030910,1497,0,9,F,LT,Q,NA,NA,1,0,-1.328787
1498,956030910,1498,0,9,F,LT,U,NA,NA,H,0,-1.328787
1499,956030910,1499,0,9,F,LT,V,NA,NA,1,0,-1.328787
1500,956030910,1500,0,9,F,LT,X,NA,NA,H,0,-1.328787
1501,956030910,1501,0,9,F,LT,X15,2,1,H,1,-1.328787
1502,956030910,1502,0,9,F,LT,X21,NA,NA,3,1,-1.328787
1503,956030910,1503,0,9,F,LT,X31.1,H,0,H,1,-1.328787
1504,956030910,1504,0,9,F,LT,X32,NA,NA,H,0,-1.328787
1505,956030910,1505,0,9,F,LT,X33,H,0,H,0,-1.328787
1506,956030910,1506,0,9,F,LT,X37,H,0,1,0,-1.328787
1507,956030910,1507,0,9,F,LT,X50,NA,NA,0,0,-1.328787
1508,956030910,1508,0,9,F,LT,Z,NA,NA,H,0,-1.328787
1509,956030911,1509,0,9,F,BAU,B,1,NA,H,0,-0.4345309
1510,956030911,1510,0,9,F,BAU,C,H,1,H,1,-0.4345309
1511,956030911,1511,0,9,F,BAU,Da,1,1,1,1,-0.4345309
1512,956030911,1512,0,9,F,BAU,Db,1,1,1,1,-0.4345309
1513,956030911,1513,0,9,F,BAU,E,1,1,1,1,-0.4345309
1514,956030911,1514,0,9,F,BAU,G,1,0,2,1,-0.4345309
1515,956030911,1515,0,9,F,BAU,H,1,NA,1,0,-0.4345309
1516,956030911,1516,0,9,F,BAU,I,NA,0,H,0,-0.4345309
1517,956030911,1517,0,9,F,BAU,J,1,1,1,1,-0.4345309
1518,956030911,1518,0,9,F,BAU,K,2,0,H,0,-0.4345309
1519,956030911,1519,0,9,F,BAU,L,2,0,H,0,-0.4345309
1520,956030911,1520,0,9,F,BAU,M,NA,NA,H,0,-0.4345309
1521,956030911,1521,0,9,F,BAU,N,NA,NA,H,0,-0.4345309
1522,956030911,1522,0,9,F,BAU,P,NA,NA,3,1,-0.4345309
1523,956030911,1523,0,9,F,BAU,Q,NA,NA,0,0,-0.4345309
1524,956030911,1524,0,9,F,BAU,U,NA,NA,1,0,-0.4345309
1525,956030911,1525,0,9,F,BAU,V,NA,NA,1,1,-0.4345309
1526,956030911,1526,0,9,F,BAU,X,NA,NA,1,0,-0.4345309
1527,956030911,1527,0,9,F,BAU,X15,NA,0,H,0,-0.4345309
1528,956030911,1528,0,9,F,BAU,X21,NA,NA,1,0,-0.4345309
1529,956030911,1529,0,9,F,BAU,X31.1,NA,NA,H,0,-0.4345309
1530,956030911,1530,0,9,F,BAU,X32,NA,NA,0,0,-0.4345309
1531,956030911,1531,0,9,F,BAU,X33,H,0,H,0,-0.4345309
1532,956030911,1532,0,9,F,BAU,X37,NA,NA,H,0,-0.4345309
1533,956030911,1533,0,9,F,BAU,X50,NA,NA,0,0,-0.4345309
1534,956030911,1534,0,9,F,BAU,Z,NA,NA,0,0,-0.4345309
1535,956030912,1535,0,9,F,REV,B,1,NA,1,1,-1.211164
1536,956030912,1536,0,9,F,REV,C,H,1,H,1,-1.211164
1537,956030912,1537,0,9,F,REV,Da,1,1,2,1,-1.211164
1538,956030912,1538,0,9,F,REV,Db,0,0,1,1,-1.211164
1539,956030912,1539,0,9,F,REV,E,1,1,2,1,-1.211164
1540,956030912,1540,0,9,F,REV,G,H,0,2,1,-1.211164
1541,956030912,1541,0,9,F,REV,H,0,NA,0,0,-1.211164
1542,956030912,1542,0,9,F,REV,I,1,0,NA,0,-1.211164
1543,956030912,1543,0,9,F,REV,J,H,0,2,0,-1.211164
1544,956030912,1544,0,9,F,REV,K,NA,NA,H,0,-1.211164
1545,956030912,1545,0,9,F,REV,L,NA,NA,H,0,-1.211164
1546,956030912,1546,0,9,F,REV,M,NA,NA,H,0,-1.211164
1547,956030912,1547,0,9,F,REV,N,NA,NA,H,1,-1.211164
1548,956030912,1548,0,9,F,REV,P,NA,NA,H,0,-1.211164
1549,956030912,1549,0,9,F,REV,Q,NA,NA,1,0,-1.211164
1550,956030912,1550,0,9,F,REV,U,NA,NA,1,1,-1.211164
1551,956030912,1551,0,9,F,REV,V,NA,NA,H,1,-1.211164
1552,956030912,1552,0,9,F,REV,X,NA,NA,H,0,-1.211164
1553,956030912,1553,0,9,F,REV,X15,NA,NA,H,0,-1.211164
1554,956030912,1554,0,9,F,REV,X21,NA,NA,H,0,-1.211164
1555,956030912,1555,0,9,F,REV,X31.1,NA,NA,H,0,-1.211164
1556,956030912,1556,0,9,F,REV,X32,NA,NA,H,0,-1.211164
1557,956030912,1557,0,9,F,REV,X33,NA,NA,NA,0,-1.211164
1558,956030912,1558,0,9,F,REV,X37,NA,NA,H,0,-1.211164
1559,956030912,1559,0,9,F,REV,X50,NA,NA,2,0,-1.211164
1560,956030912,1560,0,9,F,REV,Z,NA,NA,H,0,-1.211164
1561,956030913,1561,0,9,F,BAU,B,1,NA,H,1,-0.8061025
1562,956030913,1562,0,9,F,BAU,C,H,NA,H,1,-0.8061025
1563,956030913,1563,0,9,F,BAU,Da,1,NA,1,1,-0.8061025
1564,956030913,1564,0,9,F,BAU,Db,1,NA,1,1,-0.8061025
1565,956030913,1565,0,9,F,BAU,E,1,NA,1,1,-0.8061025
1566,956030913,1566,0,9,F,BAU,G,1,NA,2,1,-0.8061025
1567,956030913,1567,0,9,F,BAU,H,H,NA,1,0,-0.8061025
1568,956030913,1568,0,9,F,BAU,I,H,NA,0,0,-0.8061025
1569,956030913,1569,0,9,F,BAU,J,H,NA,1,1,-0.8061025
1570,956030913,1570,0,9,F,BAU,K,NA,NA,2,1,-0.8061025
1571,956030913,1571,0,9,F,BAU,L,NA,NA,H,0,-0.8061025
1572,956030913,1572,0,9,F,BAU,M,NA,NA,1,0,-0.8061025
1573,956030913,1573,0,9,F,BAU,N,NA,NA,1,1,-0.8061025
1574,956030913,1574,0,9,F,BAU,P,NA,NA,H,0,-0.8061025
1575,956030913,1575,0,9,F,BAU,Q,NA,NA,1,0,-0.8061025
1576,956030913,1576,0,9,F,BAU,U,NA,NA,1,0,-0.8061025
1577,956030913,1577,0,9,F,BAU,V,NA,NA,1,0,-0.8061025
1578,956030913,1578,0,9,F,BAU,X,NA,NA,H,0,-0.8061025
1579,956030913,1579,0,9,F,BAU,X15,NA,NA,H,0,-0.8061025
1580,956030913,1580,0,9,F,BAU,X21,NA,NA,H,0,-0.8061025
1581,956030913,1581,0,9,F,BAU,X31.1,NA,NA,H,0,-0.8061025
1582,956030913,1582,0,9,F,BAU,X32,NA,NA,H,0,-0.8061025
1583,956030913,1583,0,9,F,BAU,X33,NA,NA,H,1,-0.8061025
1584,956030913,1584,0,9,F,BAU,X37,NA,NA,1,1,-0.8061025
1585,956030913,1585,0,9,F,BAU,X50,NA,NA,H,0,-0.8061025
1586,956030913,1586,0,9,F,BAU,Z,NA,NA,H,0,-0.8061025
1587,956030914,1587,0,9,M,BAU,B,H,NA,1,1,-0.3205247
1588,956030914,1588,0,9,M,BAU,C,H,NA,H,1,-0.3205247
1589,956030914,1589,0,9,M,BAU,Da,1,NA,2,1,-0.3205247
1590,956030914,1590,0,9,M,BAU,Db,1,NA,1,1,-0.3205247
1591,956030914,1591,0,9,M,BAU,E,1,NA,2,1,-0.3205247
1592,956030914,1592,0,9,M,BAU,G,2,NA,2,1,-0.3205247
1593,956030914,1593,0,9,M,BAU,H,1,NA,1,0,-0.3205247
1594,956030914,1594,0,9,M,BAU,I,H,NA,H,0,-0.3205247
1595,956030914,1595,0,9,M,BAU,J,1,NA,1,1,-0.3205247
1596,956030914,1596,0,9,M,BAU,K,2,1,1,0,-0.3205247
1597,956030914,1597,0,9,M,BAU,L,H,0,1,1,-0.3205247
1598,956030914,1598,0,9,M,BAU,M,1,0,1,0,-0.3205247
1599,956030914,1599,0,9,M,BAU,N,NA,NA,H,0,-0.3205247
1600,956030914,1600,0,9,M,BAU,P,NA,NA,3,1,-0.3205247
1601,956030914,1601,0,9,M,BAU,Q,NA,NA,0,0,-0.3205247
1602,956030914,1602,0,9,M,BAU,U,NA,NA,1,0,-0.3205247
1603,956030914,1603,0,9,M,BAU,V,NA,NA,1,0,-0.3205247
1604,956030914,1604,0,9,M,BAU,X,NA,NA,H,0,-0.3205247
1605,956030914,1605,0,9,M,BAU,X15,H,NA,NA,0,-0.3205247
1606,956030914,1606,0,9,M,BAU,X21,NA,NA,1,0,-0.3205247
1607,956030914,1607,0,9,M,BAU,X31.1,NA,NA,H,1,-0.3205247
1608,956030914,1608,0,9,M,BAU,X32,NA,NA,0,0,-0.3205247
1609,956030914,1609,0,9,M,BAU,X33,H,NA,H,1,-0.3205247
1610,956030914,1610,0,9,M,BAU,X37,NA,NA,1,0,-0.3205247
1611,956030914,1611,0,9,M,BAU,X50,NA,NA,0,0,-0.3205247
1612,956030914,1612,0,9,M,BAU,Z,NA,NA,NA,0,-0.3205247
1613,956030915,1613,0,9,M,LT,B,1,NA,H,1,-0.3900879
1614,956030915,1614,0,9,M,LT,C,H,1,2,1,-0.3900879
1615,956030915,1615,0,9,F,LT,Da,1,1,2,1,-0.3900879
1616,956030915,1616,0,9,F,LT,Db,1,1,1,1,-0.3900879
1617,956030915,1617,0,9,F,LT,E,1,1,2,1,-0.3900879
1618,956030915,1618,0,9,F,LT,G,NA,0,2,1,-0.3900879
1619,956030915,1619,0,9,F,LT,H,H,NA,3,1,-0.3900879
1620,956030915,1620,0,9,F,LT,I,H,0,H,0,-0.3900879
1621,956030915,1621,0,9,F,LT,J,NA,0,1,1,-0.3900879
1622,956030915,1622,0,9,F,LT,K,NA,NA,2,1,-0.3900879
1623,956030915,1623,0,9,F,LT,L,NA,NA,H,0,-0.3900879
1624,956030915,1624,0,9,F,LT,M,NA,NA,NA,0,-0.3900879
1625,956030915,1625,0,9,F,LT,N,NA,NA,H,0,-0.3900879
1626,956030915,1626,0,9,F,LT,P,NA,NA,3,1,-0.3900879
1627,956030915,1627,0,9,F,LT,Q,NA,NA,1,0,-0.3900879
1628,956030915,1628,0,9,F,LT,U,NA,NA,0,0,-0.3900879
1629,956030915,1629,0,9,F,LT,V,NA,NA,1,0,-0.3900879
1630,956030915,1630,0,9,F,LT,X,NA,NA,1,0,-0.3900879
1631,956030915,1631,0,9,F,LT,X15,NA,NA,H,0,-0.3900879
1632,956030915,1632,0,9,F,LT,X21,NA,NA,3,1,-0.3900879
1633,956030915,1633,0,9,F,LT,X31.1,NA,NA,H,1,-0.3900879
1634,956030915,1634,0,9,F,LT,X32,NA,NA,H,0,-0.3900879
1635,956030915,1635,0,9,F,LT,X33,NA,NA,H,0,-0.3900879
1636,956030915,1636,0,9,F,LT,X37,NA,NA,1,0,-0.3900879
1637,956030915,1637,0,9,F,LT,X50,NA,NA,2,0,-0.3900879
1638,956030915,1638,0,9,F,LT,Z,NA,NA,H,0,-0.3900879
1639,956030916,1639,0,9,F,REV,B,1,NA,1,1,-0.7187446
1640,956030916,1640,0,9,F,REV,C,H,NA,H,1,-0.7187446
1641,956030916,1641,0,9,F,REV,Da,1,NA,2,1,-0.7187446
1642,956030916,1642,0,9,F,REV,Db,1,NA,1,1,-0.7187446
1643,956030916,1643,0,9,F,REV,E,H,NA,2,1,-0.7187446
1644,956030916,1644,0,9,F,REV,G,2,NA,2,1,-0.7187446
1645,956030916,1645,0,9,F,REV,H,0,NA,1,0,-0.7187446
1646,956030916,1646,0,9,F,REV,I,H,NA,H,0,-0.7187446
1647,956030916,1647,0,9,F,REV,J,1,NA,0,1,-0.7187446
1648,956030916,1648,0,9,F,REV,K,H,0,H,0,-0.7187446
1649,956030916,1649,0,9,F,REV,L,H,0,1,0,-0.7187446
1650,956030916,1650,0,9,F,REV,M,NA,NA,H,0,-0.7187446
1651,956030916,1651,0,9,F,REV,N,NA,NA,NA,0,-0.7187446
1652,956030916,1652,0,9,F,REV,P,NA,NA,3,0,-0.7187446
1653,956030916,1653,0,9,F,REV,Q,NA,NA,0,0,-0.7187446
1654,956030916,1654,0,9,F,REV,U,NA,NA,1,0,-0.7187446
1655,956030916,1655,0,9,F,REV,V,NA,NA,1,0,-0.7187446
1656,956030916,1656,0,9,F,REV,X,NA,NA,H,0,-0.7187446
1657,956030916,1657,0,9,F,REV,X15,NA,NA,NA,0,-0.7187446
1658,956030916,1658,0,9,F,REV,X21,NA,NA,3,1,-0.7187446
1659,956030916,1659,0,9,F,REV,X31.1,NA,NA,H,1,-0.7187446
1660,956030916,1660,0,9,F,REV,X32,NA,NA,0,0,-0.7187446
1661,956030916,1661,0,9,F,REV,X33,H,NA,H,0,-0.7187446
1662,956030916,1662,0,9,F,REV,X37,NA,NA,NA,0,-0.7187446
1663,956030916,1663,0,9,F,REV,X50,NA,NA,2,0,-0.7187446
1664,956030916,1664,0,9,F,REV,Z,NA,NA,H,0,-0.7187446
1665,956031001,1665,0,10,M,REV,B,1,1,1,1,0.3079979
1666,956031001,1666,0,10,M,REV,C,H,1,H,1,0.3079979
1667,956031001,1667,0,10,M,REV,Da,1,1,2,1,0.3079979
1668,956031001,1668,0,10,M,REV,Db,1,1,1,1,0.3079979
